<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.05.15	17:00:00	0.68956	0.69009	0.68861	0.68873	4164	3220149000	21
2017.05.15	18:00:00	0.68872	0.68903	0.68840	0.68843	2722	2194185000	21
2017.05.15	19:00:00	0.68843	0.68851	0.68779	0.68791	2081	1685086000	21
2017.05.15	20:00:00	0.68791	0.68797	0.68742	0.68754	1926	1727116000	21
2017.05.15	21:00:00	0.68755	0.68782	0.68739	0.68760	2016	1852170000	21
2017.05.15	22:00:00	0.68760	0.68797	0.68740	0.68776	1560	1559305000	21
2017.05.15	23:00:00	0.68775	0.68814	0.68751	0.68785	1279	1009228000	22
2017.05.16	00:00:00	0.68768	0.68840	0.68734	0.68819	2154	738111000	0
2017.05.16	01:00:00	0.68820	0.68875	0.68819	0.68872	1026	737690000	22
2017.05.16	02:00:00	0.68872	0.68897	0.68861	0.68884	1258	761182000	21
2017.05.16	03:00:00	0.68885	0.69001	0.68872	0.68961	2769	1773553000	21
2017.05.16	04:00:00	0.68962	0.69054	0.68956	0.69003	2920	1944609000	21
2017.05.16	05:00:00	0.69004	0.69028	0.68859	0.68882	3160	2141769000	21
2017.05.16	06:00:00	0.68881	0.68919	0.68834	0.68860	1947	1463177000	21
2017.05.16	07:00:00	0.68860	0.68868	0.68785	0.68822	2208	1436849000	21
2017.05.16	08:00:00	0.68822	0.68947	0.68821	0.68904	3375	2774059000	21
2017.05.16	09:00:00	0.68905	0.69006	0.68898	0.68959	3319	2318426000	21
2017.05.16	10:00:00	0.68959	0.68968	0.68832	0.68841	3086	2041274000	21
2017.05.16	11:00:00	0.68838	0.68881	0.68710	0.68721	3286	2567280000	21
2017.05.16	12:00:00	0.68722	0.68761	0.68634	0.68731	3169	2424210000	21
2017.05.16	13:00:00	0.68730	0.68730	0.68616	0.68667	2990	2407600000	21
2017.05.16	14:00:00	0.68667	0.68764	0.68653	0.68727	3047	2926574000	21
2017.05.16	15:00:00	0.68727	0.68886	0.68700	0.68837	3697	3614626000	21
2017.05.16	16:00:00	0.68838	0.68904	0.68789	0.68836	4600	3978770000	21
2017.05.16	17:00:00	0.68834	0.68930	0.68765	0.68902	5124	4212237000	21
2017.05.16	18:00:00	0.68903	0.68924	0.68784	0.68793	4124	3472760000	21
2017.05.16	19:00:00	0.68792	0.68847	0.68777	0.68794	2313	1769056000	21
2017.05.16	20:00:00	0.68794	0.68885	0.68772	0.68882	1887	1446341000	21
2017.05.16	21:00:00	0.68882	0.68919	0.68855	0.68880	2288	2363988000	21
2017.05.16	22:00:00	0.68879	0.68918	0.68842	0.68843	2101	1374088000	21
2017.05.16	23:00:00	0.68843	0.68875	0.68804	0.68804	1236	1030686000	21
2017.05.17	00:00:00	0.68795	0.68843	0.68734	0.68837	653	326650000	0
2017.05.17	01:00:00	0.68839	0.68925	0.68817	0.68902	2745	1818225000	22
2017.05.17	02:00:00	0.68903	0.68949	0.68860	0.68879	3372	2048538000	21
2017.05.17	03:00:00	0.68880	0.68947	0.68826	0.68855	4304	2972752000	21
2017.05.17	04:00:00	0.68855	0.68884	0.68830	0.68834	3145	2500602000	21
2017.05.17	05:00:00	0.68836	0.68915	0.68820	0.68886	2485	1543863000	21
2017.05.17	06:00:00	0.68886	0.68999	0.68882	0.68970	3608	2724298000	21
2017.05.17	07:00:00	0.68967	0.69023	0.68927	0.68981	2690	1892219000	21
2017.05.17	08:00:00	0.68981	0.69212	0.68943	0.69150	3894	2652500000	21
2017.05.17	09:00:00	0.69157	0.69268	0.69077	0.69085	4224	2576460000	21
2017.05.17	10:00:00	0.69084	0.69150	0.68867	0.68905	4693	3391041000	21
2017.05.17	11:00:00	0.68905	0.68918	0.68797	0.68812	3460	2892827000	21
2017.05.17	12:00:00	0.68810	0.68889	0.68800	0.68865	2886	2193093000	21
2017.05.17	13:00:00	0.68864	0.68936	0.68841	0.68867	2541	1742028000	21
2017.05.17	14:00:00	0.68867	0.68930	0.68851	0.68902	2401	1765320000	21
2017.05.17	15:00:00	0.68901	0.68928	0.68827	0.68853	3642	2539025000	21
2017.05.17	16:00:00	0.68854	0.68912	0.68767	0.68911	5620	4839605000	21
2017.05.17	17:00:00	0.68913	0.69398	0.68903	0.69296	6913	5416957000	21
2017.05.17	18:00:00	0.69304	0.69338	0.69218	0.69233	4685	3674480000	21
2017.05.17	19:00:00	0.69232	0.69354	0.69232	0.69306	3091	2714417000	21
2017.05.17	20:00:00	0.69306	0.69439	0.69304	0.69349	3504	3646058000	21
2017.05.17	21:00:00	0.69351	0.69387	0.69283	0.69361	3301	2586622000	21
2017.05.17	22:00:00	0.69360	0.69428	0.69314	0.69401	3828	3748566000	21
2017.05.17	23:00:00	0.69401	0.69437	0.69375	0.69383	2127	1357611000	21
2017.05.18	00:00:00	0.69380	0.69487	0.69355	0.69429	2607	1125550000	0
2017.05.18	01:00:00	0.69431	0.69483	0.69400	0.69411	2515	1415142000	22
2017.05.18	02:00:00	0.69411	0.69439	0.69370	0.69381	3671	2381715000	21
2017.05.18	03:00:00	0.69383	0.69444	0.69350	0.69368	4160	3011340000	21
2017.05.18	04:00:00	0.69370	0.69394	0.69238	0.69275	6230	3937437000	21
2017.05.18	05:00:00	0.69275	0.69353	0.69241	0.69241	3819	2479388000	21
2017.05.18	06:00:00	0.69240	0.69324	0.69227	0.69322	3228	2137751000	21
2017.05.18	07:00:00	0.69321	0.69335	0.69270	0.69316	3111	2381413000	21
2017.05.18	08:00:00	0.69315	0.69323	0.69251	0.69292	3445	2474957000	21
2017.05.18	09:00:00	0.69291	0.69334	0.69222	0.69251	3866	2388859000	21
2017.05.18	10:00:00	0.69252	0.69347	0.69247	0.69253	4343	2785637000	21
2017.05.18	11:00:00	0.69252	0.69331	0.69224	0.69331	4337	3164191000	21
2017.05.18	12:00:00	0.69330	0.69397	0.69139	0.69177	5845	3613015000	21
2017.05.18	13:00:00	0.69177	0.69323	0.69177	0.69251	3928	2991417000	21
2017.05.18	14:00:00	0.69251	0.69371	0.69241	0.69260	4808	3318440000	21
2017.05.18	15:00:00	0.69260	0.69343	0.69202	0.69260	5439	3745520000	21
2017.05.18	16:00:00	0.69264	0.69292	0.69099	0.69162	6639	5263809000	21
2017.05.18	17:00:00	0.69161	0.69203	0.69090	0.69125	5989	4114961000	21
2017.05.18	18:00:00	0.69129	0.69172	0.69085	0.69143	4509	3586031000	21
2017.05.18	19:00:00	0.69142	0.69194	0.69103	0.69143	3866	2919129000	21
2017.05.18	20:00:00	0.69142	0.69153	0.68863	0.68894	5519	5633115000	21
2017.05.18	21:00:00	0.68894	0.68975	0.68856	0.68893	5375	4074556000	21
2017.05.18	22:00:00	0.68893	0.69006	0.68872	0.68983	2880	1985232000	21
2017.05.18	23:00:00	0.68981	0.69015	0.68955	0.68983	1613	1186245000	22
2017.05.19	00:00:00	0.68955	0.68997	0.68939	0.68973	826	647250000	0
2017.05.19	01:00:00	0.68973	0.68989	0.68939	0.68941	1677	1055420000	24
2017.05.19	02:00:00	0.68941	0.68961	0.68917	0.68917	1675	961626000	21
2017.05.19	03:00:00	0.68921	0.68923	0.68867	0.68901	3113	2336128000	21
2017.05.19	04:00:00	0.68901	0.68911	0.68851	0.68871	3753	3022837000	21
2017.05.19	05:00:00	0.68872	0.68875	0.68807	0.68812	2828	2044390000	21
2017.05.19	06:00:00	0.68812	0.68871	0.68801	0.68840	2346	1441231000	21
2017.05.19	07:00:00	0.68839	0.68884	0.68828	0.68860	2063	1220530000	21
2017.05.19	08:00:00	0.68860	0.68902	0.68832	0.68902	2420	1748330000	21
2017.05.19	09:00:00	0.68899	0.68974	0.68826	0.68829	3377	2531916000	21
2017.05.19	10:00:00	0.68829	0.68915	0.68829	0.68913	3339	2476070000	21
2017.05.19	11:00:00	0.68913	0.69051	0.68879	0.68889	4263	3236321000	21
2017.05.19	12:00:00	0.68889	0.68963	0.68887	0.68931	3702	2482554000	21
2017.05.19	13:00:00	0.68931	0.68955	0.68867	0.68880	3235	1989329000	21
2017.05.19	14:00:00	0.68880	0.68914	0.68857	0.68874	3312	2682320000	21
2017.05.19	15:00:00	0.68874	0.68987	0.68862	0.68960	3526	2174905000	21
2017.05.19	16:00:00	0.68960	0.69170	0.68945	0.69089	4766	2880534000	21
2017.05.19	17:00:00	0.69090	0.69123	0.69040	0.69076	4886	3071140000	21
2017.05.19	18:00:00	0.69077	0.69154	0.69051	0.69112	3369	2472895000	21
2017.05.19	19:00:00	0.69111	0.69155	0.69069	0.69153	1802	1021834000	21
2017.05.19	20:00:00	0.69152	0.69326	0.69151	0.69325	2930	2679779000	21
2017.05.19	21:00:00	0.69325	0.69380	0.69319	0.69371	2370	1914918000	21
2017.05.19	22:00:00	0.69371	0.69382	0.69279	0.69333	3061	2515176000	21
2017.05.19	23:00:00	0.69332	0.69336	0.69216	0.69216	1363	941378000	24
2017.05.22	00:00:00	0.69204	0.69260	0.69090	0.69181	472	262250000	0
2017.05.22	01:00:00	0.69185	0.69355	0.69175	0.69345	1490	681677000	21
2017.05.22	02:00:00	0.69346	0.69361	0.69275	0.69310	1858	1263140000	21
2017.05.22	03:00:00	0.69312	0.69323	0.69204	0.69218	3022	1874427000	21
2017.05.22	04:00:00	0.69218	0.69301	0.69191	0.69290	4053	3354114000	21
2017.05.22	05:00:00	0.69290	0.69336	0.69265	0.69305	2698	2399755000	21
2017.05.22	06:00:00	0.69305	0.69382	0.69299	0.69351	1829	1555703000	21
2017.05.22	07:00:00	0.69350	0.69377	0.69330	0.69350	1947	1643316000	21
2017.05.22	08:00:00	0.69350	0.69363	0.69328	0.69349	2230	1723186000	21
2017.05.22	09:00:00	0.69351	0.69385	0.69335	0.69366	2879	2118396000	21
2017.05.22	10:00:00	0.69366	0.69573	0.69362	0.69526	4246	3105908000	21
2017.05.22	11:00:00	0.69526	0.69550	0.69406	0.69457	2531	1950588000	21
2017.05.22	12:00:00	0.69457	0.69554	0.69429	0.69520	3290	3056807000	21
2017.05.22	13:00:00	0.69520	0.69583	0.69490	0.69579	3734	2783945000	21
2017.05.22	14:00:00	0.69575	0.69749	0.69571	0.69719	3336	2506596000	21
2017.05.22	15:00:00	0.69718	0.69794	0.69707	0.69738	3353	2225407000	21
2017.05.22	16:00:00	0.69738	0.69866	0.69676	0.69837	3394	2354571000	21
2017.05.22	17:00:00	0.69837	0.69958	0.69796	0.69867	4318	3784626000	21
2017.05.22	18:00:00	0.69870	0.69908	0.69805	0.69879	3240	2901088000	21
2017.05.22	19:00:00	0.69878	0.69971	0.69878	0.69959	2019	1874778000	21
2017.05.22	20:00:00	0.69961	0.69963	0.69905	0.69925	1877	1666088000	21
2017.05.22	21:00:00	0.69925	0.69951	0.69871	0.69896	1968	1940885000	21
2017.05.22	22:00:00	0.69896	0.69925	0.69853	0.69922	1614	1346707000	21
2017.05.22	23:00:00	0.69922	0.69964	0.69888	0.69935	1373	916628000	21
2017.05.23	00:00:00	0.69928	0.69955	0.69870	0.69924	761	372863000	0
2017.05.23	01:00:00	0.69924	0.70005	0.69922	0.69967	1683	829452000	21
2017.05.23	02:00:00	0.69966	0.70055	0.69962	0.70036	2584	1576148000	21
2017.05.23	03:00:00	0.70035	0.70046	0.69930	0.69934	2853	2010055000	21
2017.05.23	04:00:00	0.69936	0.70079	0.69914	0.70044	2222	1547711000	21
2017.05.23	05:00:00	0.70044	0.70127	0.70044	0.70103	2272	1506403000	21
2017.05.23	06:00:00	0.70103	0.70139	0.70050	0.70061	1667	1089216000	21
2017.05.23	07:00:00	0.70062	0.70219	0.70062	0.70155	1740	1335881000	21
2017.05.23	08:00:00	0.70156	0.70318	0.70141	0.70301	2595	2096392000	21
2017.05.23	09:00:00	0.70302	0.70391	0.70165	0.70268	4189	3369437000	21
2017.05.23	10:00:00	0.70266	0.70341	0.70203	0.70282	4211	3570616000	21
2017.05.23	11:00:00	0.70283	0.70318	0.70230	0.70242	3535	2963222000	21
2017.05.23	12:00:00	0.70244	0.70368	0.70244	0.70322	2683	2541949000	21
2017.05.23	13:00:00	0.70322	0.70408	0.70267	0.70388	3323	2936173000	21
2017.05.23	14:00:00	0.70388	0.70436	0.70366	0.70377	2499	2207165000	21
2017.05.23	15:00:00	0.70378	0.70457	0.70362	0.70424	2888	2715422000	21
2017.05.23	16:00:00	0.70424	0.70450	0.70381	0.70403	3183	2792800000	21
2017.05.23	17:00:00	0.70405	0.70456	0.70234	0.70242	4025	3189977000	21
2017.05.23	18:00:00	0.70243	0.70286	0.70076	0.70115	4911	4046404000	21
2017.05.23	19:00:00	0.70115	0.70168	0.70054	0.70095	3774	2977441000	21
2017.05.23	20:00:00	0.70096	0.70217	0.70091	0.70161	2015	1788836000	21
2017.05.23	21:00:00	0.70161	0.70180	0.70073	0.70134	2386	2011935000	21
2017.05.23	22:00:00	0.70134	0.70139	0.70007	0.70030	2658	2072281000	21
2017.05.23	23:00:00	0.70030	0.70109	0.70001	0.70076	1458	916046000	21
2017.05.24	00:00:00	0.70074	0.70132	0.70042	0.70114	530	174650000	0
2017.05.24	01:00:00	0.70115	0.70198	0.70094	0.70160	2020	913630000	21
2017.05.24	02:00:00	0.70162	0.70186	0.70059	0.70061	1274	587244000	21
2017.05.24	03:00:00	0.70061	0.70146	0.69992	0.70074	3861	2337426000	21
2017.05.24	04:00:00	0.70074	0.70162	0.70054	0.70131	2518	1780172000	21
2017.05.24	05:00:00	0.70131	0.70141	0.70083	0.70092	1533	1131900000	21
2017.05.24	06:00:00	0.70092	0.70092	0.69989	0.69990	2151	1581871000	21
2017.05.24	07:00:00	0.69991	0.69998	0.69875	0.69933	1800	1194884000	21
2017.05.24	08:00:00	0.69934	0.69986	0.69910	0.69956	2324	1658121000	21
2017.05.24	09:00:00	0.69958	0.70093	0.69949	0.70082	3001	1927578000	21
2017.05.24	10:00:00	0.70082	0.70131	0.70068	0.70116	3035	2206380000	21
2017.05.24	11:00:00	0.70116	0.70195	0.70100	0.70153	2850	2211057000	21
2017.05.24	12:00:00	0.70153	0.70265	0.70151	0.70262	2387	1680329000	21
2017.05.24	13:00:00	0.70264	0.70324	0.70246	0.70279	2527	2144133000	21
2017.05.24	14:00:00	0.70279	0.70336	0.70279	0.70321	2857	1972291000	21
2017.05.24	15:00:00	0.70321	0.70414	0.70315	0.70339	3378	2337039000	21
2017.05.24	16:00:00	0.70340	0.70350	0.70241	0.70281	3461	2265943000	21
2017.05.24	17:00:00	0.70281	0.70334	0.70090	0.70093	5121	3489057000	21
2017.05.24	18:00:00	0.70093	0.70199	0.70089	0.70101	3174	2539285000	21
2017.05.24	19:00:00	0.70102	0.70204	0.70101	0.70185	2043	1642690000	21
2017.05.24	20:00:00	0.70184	0.70251	0.70179	0.70221	2153	1674660000	21
2017.05.24	21:00:00	0.70222	0.70534	0.70168	0.70285	7683	4975403000	21
2017.05.24	22:00:00	0.70282	0.70472	0.70263	0.70449	3844	3082510000	21
2017.05.24	23:00:00	0.70450	0.70575	0.70438	0.70438	1781	1227940000	21
2017.05.25	00:00:00	0.70487	0.70488	0.70408	0.70427	648	210899000	0
2017.05.25	01:00:00	0.70427	0.70484	0.70413	0.70427	1718	876530000	21
2017.05.25	02:00:00	0.70427	0.70467	0.70416	0.70425	1504	755866000	21
2017.05.25	03:00:00	0.70425	0.70435	0.70373	0.70400	1931	1191898000	21
2017.05.25	04:00:00	0.70400	0.70479	0.70400	0.70422	2662	1541626000	21
2017.05.25	05:00:00	0.70421	0.70500	0.70325	0.70414	3688	2621520000	21
2017.05.25	06:00:00	0.70415	0.70489	0.70373	0.70397	2523	1295568000	21
2017.05.25	07:00:00	0.70399	0.70418	0.70370	0.70415	2196	1273970000	21
2017.05.25	08:00:00	0.70415	0.70536	0.70406	0.70534	2317	1508193000	21
2017.05.25	09:00:00	0.70534	0.70536	0.70335	0.70345	3166	2154671000	21
2017.05.25	10:00:00	0.70346	0.70383	0.70263	0.70273	3134	2055107000	21
2017.05.25	11:00:00	0.70273	0.70359	0.70246	0.70266	3813	2495132000	21
2017.05.25	12:00:00	0.70266	0.70292	0.70216	0.70264	3220	2191270000	21
2017.05.25	13:00:00	0.70264	0.70275	0.70152	0.70250	2840	1898307000	21
2017.05.25	14:00:00	0.70250	0.70306	0.70227	0.70273	2435	2051556000	21
2017.05.25	15:00:00	0.70274	0.70360	0.70238	0.70292	3786	2691988000	21
2017.05.25	16:00:00	0.70292	0.70493	0.70285	0.70463	3801	2455120000	21
2017.05.25	17:00:00	0.70462	0.70478	0.70325	0.70420	4452	4043186000	21
2017.05.25	18:00:00	0.70419	0.70434	0.70354	0.70406	3522	2875278000	21
2017.05.25	19:00:00	0.70405	0.70474	0.70393	0.70397	2484	1629374000	21
2017.05.25	20:00:00	0.70399	0.70420	0.70266	0.70284	2216	1771784000	21
2017.05.25	21:00:00	0.70284	0.70294	0.70176	0.70215	1984	1450573000	21
2017.05.25	22:00:00	0.70217	0.70277	0.70212	0.70252	2121	1391738000	21
2017.05.25	23:00:00	0.70254	0.70269	0.70188	0.70221	997	603791000	21
2017.05.26	00:00:00	0.70218	0.70222	0.70156	0.70159	689	254990000	0
2017.05.26	01:00:00	0.70154	0.70202	0.70154	0.70196	1136	537050000	21
2017.05.26	02:00:00	0.70195	0.70196	0.70139	0.70157	1693	901443000	21
2017.05.26	03:00:00	0.70157	0.70244	0.70140	0.70236	3068	2030088000	21
2017.05.26	04:00:00	0.70235	0.70253	0.70142	0.70170	2751	1531465000	21
2017.05.26	05:00:00	0.70169	0.70207	0.70101	0.70207	2815	1458469000	21
2017.05.26	06:00:00	0.70205	0.70214	0.70069	0.70071	2281	1496962000	21
2017.05.26	07:00:00	0.70072	0.70175	0.70058	0.70168	2108	1319430000	21
2017.05.26	08:00:00	0.70167	0.70267	0.70165	0.70235	2262	1685402000	21
2017.05.26	09:00:00	0.70236	0.70429	0.70185	0.70398	3981	2705124000	21
2017.05.26	10:00:00	0.70399	0.70471	0.70366	0.70425	3368	1992675000	21
2017.05.26	11:00:00	0.70425	0.70503	0.70390	0.70427	3709	2688797000	21
2017.05.26	12:00:00	0.70425	0.70525	0.70423	0.70445	3300	2296300000	21
2017.05.26	13:00:00	0.70443	0.70560	0.70436	0.70544	2927	1990275000	21
2017.05.26	14:00:00	0.70544	0.70654	0.70528	0.70569	3185	2420574000	21
2017.05.26	15:00:00	0.70569	0.70761	0.70553	0.70624	4781	3258387000	21
2017.05.26	16:00:00	0.70624	0.70637	0.70445	0.70514	4727	3331683000	21
2017.05.26	17:00:00	0.70513	0.70556	0.70393	0.70467	4061	3244603000	21
2017.05.26	18:00:00	0.70467	0.70539	0.70439	0.70536	3489	2889212000	21
2017.05.26	19:00:00	0.70536	0.70604	0.70502	0.70603	3514	2611211000	21
2017.05.26	20:00:00	0.70603	0.70684	0.70564	0.70645	2950	2738638000	21
2017.05.26	21:00:00	0.70645	0.70724	0.70609	0.70713	2584	2136329000	21
2017.05.26	22:00:00	0.70712	0.70734	0.70663	0.70666	1964	1663012000	21
2017.05.26	23:00:00	0.70664	0.70666	0.70460	0.70460	834	571275000	24
2017.05.29	00:00:00	0.70432	0.70574	0.70432	0.70545	219	118750000	0
2017.05.29	01:00:00	0.70544	0.70574	0.70529	0.70565	2193	1142629000	21
2017.05.29	02:00:00	0.70561	0.70573	0.70463	0.70491	1710	845262000	21
2017.05.29	03:00:00	0.70491	0.70492	0.70368	0.70420	2624	1403633000	21
2017.05.29	04:00:00	0.70420	0.70465	0.70374	0.70446	2088	1732375000	21
2017.05.29	05:00:00	0.70445	0.70580	0.70441	0.70575	1753	1350284000	21
2017.05.29	06:00:00	0.70576	0.70639	0.70573	0.70639	1585	1239477000	21
2017.05.29	07:00:00	0.70637	0.70687	0.70614	0.70665	1785	1165959000	21
2017.05.29	08:00:00	0.70665	0.70674	0.70598	0.70604	2154	1337919000	21
2017.05.29	09:00:00	0.70603	0.70675	0.70596	0.70631	1976	1199659000	21
2017.05.29	10:00:00	0.70631	0.70646	0.70590	0.70633	1725	1136277000	21
2017.05.29	11:00:00	0.70633	0.70656	0.70605	0.70645	1490	928967000	21
2017.05.29	12:00:00	0.70643	0.70705	0.70621	0.70700	1244	776256000	21
2017.05.29	13:00:00	0.70702	0.70717	0.70643	0.70701	1637	1117087000	21
2017.05.29	14:00:00	0.70702	0.70876	0.70699	0.70810	1875	1128593000	21
2017.05.29	15:00:00	0.70810	0.70835	0.70799	0.70800	1579	1814573000	21
2017.05.29	16:00:00	0.70801	0.70826	0.70769	0.70772	1813	1597327000	21
2017.05.29	17:00:00	0.70772	0.70815	0.70739	0.70746	1382	1159370000	21
2017.05.29	18:00:00	0.70744	0.70756	0.70621	0.70622	1887	1600494000	21
2017.05.29	19:00:00	0.70622	0.70632	0.70497	0.70500	1968	1844307000	21
2017.05.29	20:00:00	0.70500	0.70603	0.70497	0.70562	2124	1691121000	21
2017.05.29	21:00:00	0.70562	0.70620	0.70552	0.70611	1388	1068765000	24
2017.05.29	22:00:00	0.70609	0.70619	0.70515	0.70567	1828	1165879000	21
2017.05.29	23:00:00	0.70568	0.70621	0.70504	0.70549	1845	1163079000	21
2017.05.30	00:00:00	0.70528	0.70563	0.70499	0.70522	401	115650000	0
2017.05.30	01:00:00	0.70509	0.70515	0.70453	0.70504	1425	737790000	21
2017.05.30	02:00:00	0.70504	0.70517	0.70430	0.70496	2031	1127973000	21
2017.05.30	03:00:00	0.70494	0.70535	0.70404	0.70413	3273	1901603000	21
2017.05.30	04:00:00	0.70411	0.70448	0.70340	0.70393	2711	1818236000	21
2017.05.30	05:00:00	0.70394	0.70489	0.70365	0.70466	2215	1772394000	21
2017.05.30	06:00:00	0.70466	0.70487	0.70421	0.70462	1788	1318310000	21
2017.05.30	07:00:00	0.70463	0.70475	0.70436	0.70471	1799	1454384000	21
2017.05.30	08:00:00	0.70468	0.70522	0.70390	0.70511	2270	1558033000	21
2017.05.30	09:00:00	0.70511	0.70607	0.70448	0.70581	3085	2004855000	21
2017.05.30	10:00:00	0.70581	0.70625	0.70518	0.70586	3096	2009123000	21
2017.05.30	11:00:00	0.70586	0.70641	0.70539	0.70617	2783	2027147000	21
2017.05.30	12:00:00	0.70617	0.70644	0.70555	0.70591	2752	1898726000	21
2017.05.30	13:00:00	0.70592	0.70674	0.70580	0.70670	2102	1228132000	21
2017.05.30	14:00:00	0.70669	0.70742	0.70649	0.70728	2888	1681703000	21
2017.05.30	15:00:00	0.70722	0.70757	0.70616	0.70667	3556	2059648000	21
2017.05.30	16:00:00	0.70665	0.70845	0.70660	0.70797	3769	2516749000	21
2017.05.30	17:00:00	0.70798	0.70860	0.70759	0.70851	3442	1942929000	21
2017.05.30	18:00:00	0.70851	0.70946	0.70832	0.70935	2712	2153345000	21
2017.05.30	19:00:00	0.70935	0.70958	0.70909	0.70924	2213	2052008000	21
2017.05.30	20:00:00	0.70923	0.70954	0.70900	0.70951	1437	1099796000	21
2017.05.30	21:00:00	0.70951	0.70990	0.70947	0.70985	1595	1424016000	21
2017.05.30	22:00:00	0.70985	0.71006	0.70918	0.70935	1524	1529357000	21
2017.05.30	23:00:00	0.70937	0.70990	0.70910	0.70910	1181	795930000	21
2017.05.31	00:00:00	0.70910	0.70993	0.70875	0.70947	880	537616000	0
2017.05.31	01:00:00	0.70947	0.70961	0.70848	0.70870	1261	674147000	21
2017.05.31	02:00:00	0.70869	0.70880	0.70836	0.70838	1532	816790000	21
2017.05.31	03:00:00	0.70838	0.70981	0.70814	0.70930	2822	1945332000	21
2017.05.31	04:00:00	0.70930	0.71174	0.70930	0.70989	3808	2401549000	21
2017.05.31	05:00:00	0.70989	0.71016	0.70842	0.70857	2561	1746391000	21
2017.05.31	06:00:00	0.70857	0.70906	0.70827	0.70877	2218	1567773000	21
2017.05.31	07:00:00	0.70877	0.70883	0.70835	0.70846	1811	1355050000	21
2017.05.31	08:00:00	0.70846	0.70893	0.70817	0.70839	2189	2008801000	21
2017.05.31	09:00:00	0.70837	0.70977	0.70808	0.70971	3098	2213473000	21
2017.05.31	10:00:00	0.70971	0.71078	0.70910	0.70947	3185	2093617000	21
2017.05.31	11:00:00	0.70947	0.70985	0.70908	0.70963	2803	1891706000	21
2017.05.31	12:00:00	0.70965	0.71089	0.70961	0.71083	2543	1833581000	21
2017.05.31	13:00:00	0.71086	0.71210	0.71051	0.71139	3441	2627347000	21
2017.05.31	14:00:00	0.71139	0.71179	0.70987	0.71002	3244	2443692000	21
2017.05.31	15:00:00	0.71005	0.71093	0.71003	0.71081	3466	2735051000	21
2017.05.31	16:00:00	0.71082	0.71099	0.70947	0.70975	4098	2995588000	21
2017.05.31	17:00:00	0.70976	0.71019	0.70882	0.70981	5589	3721279000	21
2017.05.31	18:00:00	0.70982	0.71003	0.70910	0.70988	4749	3982944000	21
2017.05.31	19:00:00	0.70986	0.71021	0.70957	0.70964	2194	2141507000	21
2017.05.31	20:00:00	0.70965	0.71017	0.70965	0.71001	2512	2231578000	21
2017.05.31	21:00:00	0.70999	0.71011	0.70937	0.70978	2628	2685602000	21
2017.05.31	22:00:00	0.70984	0.70985	0.70838	0.70840	2118	1714270000	21
2017.05.31	23:00:00	0.70840	0.70857	0.70764	0.70807	1482	1103486000	21
2017.06.01	00:00:00	0.70804	0.70858	0.70771	0.70822	1015	616850000	0
2017.06.01	01:00:00	0.70816	0.70832	0.70756	0.70757	1832	930504000	21
2017.06.01	02:00:00	0.70759	0.70833	0.70743	0.70811	1638	978406000	21
2017.06.01	03:00:00	0.70810	0.70821	0.70760	0.70815	2506	1695948000	21
2017.06.01	04:00:00	0.70816	0.70886	0.70704	0.70713	3741	2143362000	21
2017.06.01	05:00:00	0.70712	0.70743	0.70611	0.70661	4728	2997283000	21
2017.06.01	06:00:00	0.70661	0.70768	0.70620	0.70746	2179	1680976000	21
2017.06.01	07:00:00	0.70746	0.70773	0.70720	0.70724	1931	1217163000	21
2017.06.01	08:00:00	0.70724	0.70762	0.70664	0.70739	2494	1538712000	21
2017.06.01	09:00:00	0.70739	0.70740	0.70665	0.70733	2794	1887896000	21
2017.06.01	10:00:00	0.70732	0.70814	0.70727	0.70783	3116	2442955000	21
2017.06.01	11:00:00	0.70780	0.70836	0.70701	0.70732	2764	2264043000	21
2017.06.01	12:00:00	0.70732	0.70778	0.70689	0.70754	2379	2023694000	21
2017.06.01	13:00:00	0.70753	0.70765	0.70703	0.70737	2524	2047965000	21
2017.06.01	14:00:00	0.70737	0.70748	0.70670	0.70672	2321	2514131000	21
2017.06.01	15:00:00	0.70674	0.70736	0.70575	0.70632	4484	3207809000	21
2017.06.01	16:00:00	0.70631	0.70665	0.70574	0.70626	4094	3445856000	21
2017.06.01	17:00:00	0.70627	0.70714	0.70601	0.70686	4111	3075452000	21
2017.06.01	18:00:00	0.70692	0.70726	0.70619	0.70623	3266	2321945000	21
2017.06.01	19:00:00	0.70623	0.70646	0.70579	0.70614	2021	1768969000	21
2017.06.01	20:00:00	0.70613	0.70644	0.70592	0.70626	1906	2032749000	21
2017.06.01	21:00:00	0.70626	0.70686	0.70603	0.70640	2343	2349759000	21
2017.06.01	22:00:00	0.70640	0.70664	0.70597	0.70610	1986	1851462000	21
2017.06.01	23:00:00	0.70610	0.70638	0.70573	0.70589	1286	922637000	21
2017.06.02	00:00:00	0.70579	0.70631	0.70557	0.70617	988	468700000	0
2017.06.02	01:00:00	0.70619	0.70664	0.70605	0.70661	1051	491400000	21
2017.06.02	02:00:00	0.70660	0.70674	0.70591	0.70600	1284	705275000	21
2017.06.02	03:00:00	0.70603	0.70663	0.70594	0.70633	2599	1834162000	21
2017.06.02	04:00:00	0.70634	0.70723	0.70631	0.70702	2350	1430630000	21
2017.06.02	05:00:00	0.70701	0.70703	0.70640	0.70659	1565	943017000	21
